Game Completed Date,User ID,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region,Game Code
2020-11-25 17:34:10,3,Crewmate,Win,3.0,No,Yes,,663,No,0.0,,++,NA , NWMSVF
2020-11-25 17:08:51,3,Crewmate,Loss,6.0,Yes,No,,1249,Yes,1.0,13m 24s,--,NA , ATZPBF
2020-12-13 01:46:30,4,Crewmate,Win,4.0,No,Yes,,449,No,2.0,,++,NA , DBDIJF
2020-12-13 01:37:06,4,Crewmate,Loss,8.0,Yes,Yes,,504,No,1.0,05m 54s,--,NA , DBDIJF
2020-12-13 01:22:51,4,Imposter,Loss,,,,1.0,866,No,,,--,NA , KJYCCF
2020-12-13 00:57:45,4,Crewmate,Win,5.0,No,No,,565,No,1.0,,++,NA , HZAUGF
2020-12-13 00:47:41,4,Crewmate,Win,9.0,Yes,Yes,,941,No,0.0,11m 42s,++,NA , HZAUGF
2020-12-12 21:08:08,4,Imposter,Loss,,,,3.0,1265,Yes,,,-,NA , JDVNCF
2020-12-12 20:45:09,4,Crewmate,Win,7.0,Yes,No,,754,No,1.0,11m 07s,++,NA , JDVNCF
2020-12-12 19:27:56,4,Imposter,Win,,,,2.0,247,No,,,,NA , KMHWCF
2020-12-12 19:22:17,4,Crewmate,Loss,7.0,Yes,No,,962,No,1.0,08m 06s,--,NA , KMHWCF
2020-12-12 19:04:19,4,Crewmate,Loss,6.0,No,No,,629,Yes,0.0,,---,NA , OTMOHF
2020-12-07 19:49:19,4,Crewmate,Loss,3.0,No,No,,480,Yes,0.0,,---,NA , PJBMVF
2020-12-07 19:38:42,4,Imposter,Loss,,,,2.0,713,Yes,,,-,NA , PJBMVF
2020-12-07 19:24:21,4,Crewmate,Loss,7.0,Yes,No,,667,No,0.0,07m 34s,--,NA , XXHOVF
2020-12-07 17:57:28,4,Crewmate,Loss,2.0,No,No,,302,No,1.0,,---,NA , PAJDHF
2020-12-07 17:52:10,4,Crewmate,Win,5.0,No,Yes,,319,No,0.0,,++,NA , PAJDHF
2020-12-06 21:34:17,4,Crewmate,Win,4.0,No,No,,748,No,1.0,,++,NA , ZQVGNF
2020-12-06 20:53:12,4,Imposter,Win,,,,1.0,278,No,,,,NA , ZQVGNF
2020-12-06 20:43:25,4,Imposter,Loss,,,,1.0,538,No,,,--,NA , OFJUIF
2020-12-06 20:32:20,4,Imposter,Loss,,,,3.0,822,Yes,,,-,NA , UFWSBF
2020-12-06 20:16:04,4,Crewmate,Win,7.0,Yes,No,,891,No,1.0,08m 55s,++,NA , UFWSBF
2020-12-06 20:00:17,4,Imposter,Loss,,,,1.0,755,No,,,--,NA , AUYZIF
2020-12-06 18:11:03,4,Imposter,Win,,,,2.0,483,No,,,+++,NA , DNWQDF
2020-12-06 16:28:12,4,Crewmate,Win,8.0,Yes,Yes,,820,No,1.0,08m 00s,++,NA , YNVBHF
2020-12-06 16:02:47,4,Imposter,Win,,,,3.0,555,No,,,+++,NA , YNVBHF
2020-12-06 14:54:28,4,Imposter,Loss,,,,1.0,573,Yes,,,--,NA , DCXAGF
2020-12-06 14:43:41,4,Imposter,Win,,,,1.0,305,No,,,+++,NA , DCXAGF
2020-12-06 14:37:10,4,Crewmate,Win,7.0,Yes,No,,872,No,2.0,09m 18s,++,NA , RZCSIF
2020-12-05 20:44:11,4,Crewmate,Loss,6.0,No,No,,430,No,1.0,,---,NA , JRPINF
2020-12-05 20:35:09,4,Imposter,Loss,,,,0.0,399,No,,,--,NA , JXVBHF
2020-12-05 20:22:46,4,Crewmate,Loss,9.0,Yes,Yes,,782,No,1.0,09m 15s,--,NA , DJWFUF
2020-12-05 20:08:25,4,Crewmate,Win,9.0,Yes,Yes,,800,No,0.0,07m 45s,++,NA , DJWFUF
2020-12-05 19:53:56,4,Crewmate,Win,9.0,Yes,No,,866,No,0.0,11m 27s,++,NA , DJWFUF
2020-12-05 19:37:20,4,Crewmate,Loss,3.0,No,Yes,,464,No,0.0,,---,NA , DJWFUF
2020-12-05 19:25:45,4,Crewmate,Loss,9.0,Yes,Yes,,1010,No,0.0,08m 33s,--,NA , DJWFUF
2020-12-05 18:46:12,4,Crewmate,Loss,2.0,No,No,,378,No,0.0,,---,NA , LGIZNF
2020-12-05 18:38:30,4,Crewmate,Loss,7.0,Yes,Yes,,527,No,0.0,05m 56s,--,NA , LGIZNF
2020-12-05 04:40:06,4,Crewmate,Win,6.0,No,No,,480,No,2.0,,++,NA , UMOJNF
2020-12-05 04:31:02,4,Crewmate,Win,8.0,Yes,No,,965,No,0.0,07m 23s,++,NA , UMOJNF
2020-12-05 04:12:06,4,Crewmate,Win,7.0,No,No,,631,No,0.0,,++,NA , UMOJNF
2020-12-05 04:00:37,4,Crewmate,Loss,8.0,Yes,Yes,,1013,No,0.0,06m 53s,--,NA , UMOJNF
2020-12-05 03:36:37,4,Crewmate,Loss,7.0,Yes,No,,783,No,0.0,06m 48s,--,NA , TFJLKF
2020-12-05 03:22:03,4,Crewmate,Win,7.0,Yes,Yes,,843,No,0.0,11m 44s,++,NA , TFJLKF
2020-12-05 03:04:36,4,Crewmate,Win,7.0,Yes,No,,1157,No,2.0,04m 44s,++,NA , TFJLKF
2020-12-04 21:05:41,4,Crewmate,Loss,5.0,No,Yes,,510,No,0.0,,---,NA , TQISBF
2020-12-04 20:52:25,4,Crewmate,Win,7.0,No,No,,602,No,0.0,,++,NA , TQISBF
2020-12-04 20:41:34,4,Crewmate,Win,8.0,Yes,No,,929,No,1.0,10m 54s,++,NA , TQISBF
2020-12-04 20:12:35,4,Crewmate,Win,4.0,No,No,,646,No,0.0,,++,NA , PYKXMF
2020-12-04 20:00:23,4,Crewmate,Loss,2.0,No,Yes,,688,No,0.0,,---,NA , PYKXMF
2020-12-04 19:44:11,4,Crewmate,Loss,6.0,No,No,,1131,No,2.0,,---,NA , JRBFNF
2020-12-04 19:22:32,4,Crewmate,Loss,3.0,No,Yes,,350,No,1.0,,---,NA , UDQYIF
2020-12-04 17:30:21,4,Imposter,Loss,,,,2.0,995,No,,,-,NA , PYKXMF
2020-12-04 17:11:45,4,Crewmate,Loss,4.0,No,Yes,,855,No,0.0,,---,NA , PYKXMF
2020-12-04 16:56:10,4,Imposter,Loss,,,,2.0,768,No,,,-,NA , PYKXMF
2020-12-04 16:22:36,4,Crewmate,Win,7.0,Yes,No,,608,No,0.0,05m 52s,++,NA , ZPQJJF
2020-12-04 03:43:11,4,Crewmate,Win,6.0,No,No,,501,No,1.0,,++,NA , IFSTGF
2020-12-04 03:32:49,4,Crewmate,Loss,8.0,Yes,Yes,,663,No,2.0,08m 34s,--,NA , IFSTGF
2020-12-04 03:18:16,4,Crewmate,Win,7.0,Yes,Yes,,638,No,0.0,05m 39s,++,NA , UUHBNF
2020-12-04 03:04:39,4,Crewmate,Loss,6.0,No,No,,553,No,0.0,,---,NA , UUHBNF
2020-12-03 21:39:34,4,Crewmate,Loss,8.0,Yes,No,,864,No,2.0,08m 45s,--,NA , OEZKIF
2020-12-03 21:24:20,4,Crewmate,Win,7.0,Yes,No,,804,No,1.0,08m 11s,++,NA , OEZKIF
2020-12-03 21:09:45,4,Crewmate,Win,1.0,No,No,,413,Yes,0.0,,++,NA , OEZKIF
2020-12-03 20:54:06,4,Crewmate,Win,8.0,Yes,No,,1600,No,4.0,14m 51s,++,NA , OYBICF
2020-12-03 20:25:53,4,Crewmate,Win,8.0,Yes,No,,1105,Yes,0.0,12m 23s,++,NA , OYBICF
2020-12-03 20:06:56,4,Crewmate,Loss,8.0,Yes,Yes,,955,No,0.0,12m 19s,--,NA , OYBICF
2020-12-03 19:48:17,4,Crewmate,Loss,4.0,No,Yes,,558,No,1.0,,---,NA , OYBICF
2020-12-03 19:31:25,4,Crewmate,Win,5.0,Yes,Yes,,303,No,0.0,04m 23s,++,NA , VNPIUF
2020-12-03 01:17:44,4,Imposter,Loss,,,,0.0,555,No,,,--,NA , SRWHUF
2020-12-03 01:07:17,4,Crewmate,Win,3.0,No,Yes,,199,No,0.0,,,NA , SRWHUF
2020-12-03 01:00:27,4,Crewmate,Loss,6.0,No,Yes,,365,No,0.0,,---,NA , KDDNNF
2020-12-03 00:30:26,4,Crewmate,Loss,0.0,No,No,,306,No,0.0,,,NA , BMMJHF
2020-12-02 19:27:59,4,Crewmate,Loss,0.0,No,No,,18,No,0.0,,,NA , UBXJNF
2020-12-02 19:25:22,4,Imposter,Win,,,,2.0,463,No,,,+++,NA , UBXJNF
2020-12-02 19:17:08,4,Crewmate,Win,5.0,No,No,,292,No,0.0,,,NA , UBXJNF
2020-12-02 01:59:59,4,Crewmate,Win,8.0,Yes,Yes,,679,No,0.0,05m 39s,++,NA , XTKBJF
2020-12-02 01:44:17,4,Crewmate,Loss,2.0,No,Yes,,300,No,0.0,,---,NA , CIHHNF
2020-12-02 01:38:30,4,Crewmate,Loss,8.0,Yes,No,,679,No,1.0,07m 40s,--,NA , CIHHNF
2020-12-02 01:21:58,4,Crewmate,Win,2.0,No,Yes,,359,No,1.0,,++,NA , LPGKOF
2020-12-02 00:50:54,4,Crewmate,Win,1.0,No,No,,268,No,1.0,,,NA , UPSRFF
2020-12-02 00:45:26,4,Crewmate,Loss,7.0,No,Yes,,177,No,0.0,,,NA , TAPDDF
2020-12-02 00:41:48,4,Imposter,Win,,,,8.0,194,No,,,,NA , TAPDDF
2020-12-02 00:30:05,4,Imposter,Win,,,,2.0,537,No,,,+++,NA , EMSSUF
2020-12-01 22:37:18,4,Imposter,Win,,,,1.0,546,No,,,+++,NA , ARTYZF
2020-12-01 22:22:54,4,Imposter,Loss,,,,0.0,1100,No,,,--,NA , DGBXDF
2020-12-01 22:02:16,4,Crewmate,Loss,4.0,No,Yes,,291,No,0.0,,,NA , DGBXDF
2020-12-01 21:54:26,4,Imposter,Win,,,,2.0,350,No,,,+++,NA , DGBXDF
2020-12-01 21:48:21,4,Imposter,Loss,,,,2.0,358,Yes,,,-,NA , DGBXDF
2020-12-01 20:04:46,4,Crewmate,Loss,4.0,No,Yes,,351,No,1.0,,---,NA , YBWFVF
2020-12-01 19:51:30,4,Crewmate,Win,8.0,Yes,No,,850,No,0.0,11m 16s,++,NA , YBWFVF
2020-12-01 19:33:10,4,Crewmate,Loss,7.0,No,Yes,,590,No,3.0,,---,NA , GOBKUF
2020-11-30 20:28:21,4,Crewmate,Loss,9.0,Yes,Yes,,671,No,0.0,10m 30s,--,NA , XRNUJF
2020-11-30 20:16:14,4,Crewmate,Win,9.0,Yes,No,,669,No,2.0,04m 20s,++,NA , XRNUJF
2020-11-30 20:04:06,4,Crewmate,Win,8.0,No,No,,711,No,1.0,,++,NA , XRNUJF
2020-11-30 19:46:29,4,Crewmate,Loss,6.0,No,Yes,,470,No,1.0,,---,NA , XRNUJF
2020-11-30 05:00:20,4,Crewmate,Loss,7.0,Yes,Yes,,774,No,2.0,12m 10s,--,NA , QZNNIF
2020-11-30 04:45:39,4,Crewmate,Win,7.0,Yes,No,,399,No,2.0,02m 50s,++,NA , QZNNIF
2020-11-30 04:31:33,4,Crewmate,Loss,7.0,Yes,Yes,,1220,No,2.0,05m 11s,--,NA , LBVIVF
2020-11-30 04:08:23,4,Crewmate,Loss,2.0,No,No,,270,No,0.0,,,NA , LBVIVF
2020-11-30 03:55:21,4,Crewmate,Loss,4.0,No,Yes,,228,No,0.0,,,NA , EMEYMF
2020-11-30 03:47:24,4,Crewmate,Win,1.0,No,No,,819,No,2.0,,++,NA , DJRQJF
2020-11-30 03:30:49,4,Crewmate,Loss,8.0,Yes,Yes,,757,No,0.0,08m 39s,--,NA , DJRQJF
2020-12-24 12:04:31,5,Imposter,Loss,,,,2.0,249,No,,,,NA , CKCUCF
2020-12-24 11:58:04,5,Crewmate,Win,3.0,No,Yes,,182,No,0.0,,,NA , CKCUCF
2020-12-24 11:53:47,5,Crewmate,Win,2.0,No,Yes,,31,No,0.0,,,NA , CKCUCF
2020-12-24 11:52:09,5,Crewmate,Loss,5.0,No,No,,475,No,1.0,,---,NA , CKCUCF
2020-12-24 11:42:51,5,Crewmate,Loss,1.0,No,No,,241,No,0.0,,,NA , CKCUCF
2020-12-24 11:37:27,5,Crewmate,Loss,1.0,No,Yes,,112,No,0.0,,,NA , CKCUCF
2020-12-24 11:34:11,5,Crewmate,Win,2.0,No,No,,212,No,0.0,,,NA , CKCUCF
2020-12-24 11:28:23,5,Crewmate,Loss,4.0,No,Yes,,385,No,0.0,,---,NA , CKCUCF
2020-12-24 11:19:05,5,Imposter,Win,,,,2.0,318,No,,,+++,NA , CKCUCF
2020-12-24 11:12:35,5,Imposter,Loss,,,,1.0,281,No,,,,NA , CKCUCF
2020-12-24 11:07:23,5,Imposter,Win,,,,1.0,39,No,,,,NA , CKCUCF
2020-12-24 11:05:32,5,Crewmate,Win,2.0,No,Yes,,117,No,0.0,,,NA , CKCUCF
2020-12-24 11:03:05,5,Imposter,Win,,,,1.0,30,No,,,,NA , CKCUCF
2020-12-23 12:48:26,5,Crewmate,Loss,4.0,No,No,,206,No,0.0,03m 25s,,NA , HDHFHF
2020-12-23 12:42:16,5,Crewmate,Loss,3.0,No,No,,268,Yes,0.0,,,NA , HDHFHF
2020-12-23 12:37:18,5,Crewmate,Loss,4.0,No,Yes,,242,No,0.0,01m 51s,,NA , HDHFHF
2020-12-20 17:26:32,5,Crewmate,Loss,0.0,No,No,,147,No,0.0,,,NA , BNZPBF
2020-12-20 17:23:06,5,Crewmate,Loss,4.0,No,Yes,,357,No,0.0,05m 57s,--,NA , BNZPBF
2020-12-20 17:10:51,5,Crewmate,Loss,1.0,No,No,,161,No,0.0,,,NA , BNZPBF
2020-12-20 17:03:37,5,Crewmate,Win,4.0,No,No,,441,No,0.0,05m 20s,++,NA , BNZPBF
2020-12-20 16:55:58,5,Crewmate,Win,2.0,No,No,,282,No,0.0,,,NA , BNZPBF
2020-12-20 16:50:32,5,Crewmate,Loss,0.0,No,No,,132,No,1.0,,,NA , BNZPBF
2020-12-20 16:46:26,5,Crewmate,Win,3.0,No,No,,456,No,1.0,,++,NA , BNZPBF
2020-12-20 16:38:04,5,Crewmate,Win,4.0,No,No,,459,No,2.0,07m 39s,++,NA , BNZPBF
2020-12-20 16:29:27,5,Crewmate,Win,3.0,No,No,,172,Yes,0.0,,,NA , BNZPBF
2020-12-20 16:22:06,5,Crewmate,Loss,4.0,No,No,,645,No,1.0,04m 38s,--,NA , BNZPBF
2020-12-20 16:09:35,5,Imposter,Win,,,,1.0,111,No,,,,NA , BNZPBF
2020-12-18 12:35:44,5,Crewmate,Loss,1.0,No,No,,214,No,0.0,,,NA , IZYEDF
2020-12-18 12:31:05,5,Imposter,Win,,,,1.0,182,No,,,,NA , IZYEDF
2020-12-18 12:26:31,5,Crewmate,Win,1.0,No,No,,203,No,0.0,,,NA , IZYEDF
2020-12-18 12:22:22,5,Crewmate,Loss,0.0,No,No,,138,No,0.0,,,NA , IZYEDF
2020-12-17 21:01:10,5,Crewmate,Loss,2.0,No,Yes,,285,No,0.0,,,NA , PCZXPQ
2020-12-17 20:41:34,5,Crewmate,Loss,1.0,No,No,,203,Yes,1.0,,,NA , VDTWCF
2020-12-17 20:37:09,5,Imposter,Win,,,,2.0,110,No,,,,NA , UJVTRQ
2020-12-17 20:34:50,5,Crewmate,Loss,0.0,No,Yes,,35,No,0.0,,,NA , OKPFMF
2020-12-17 18:56:51,5,Crewmate,Loss,1.0,No,Yes,,206,No,0.0,,,NA , KIHBNF
2020-12-17 18:52:09,5,Imposter,Win,,,,2.0,130,No,,,,NA , KIHBNF
2020-12-17 18:46:22,5,Imposter,Win,,,,2.0,143,No,,,,NA , KIHBNF
2020-12-17 18:42:19,5,Crewmate,Loss,1.0,No,Yes,,46,No,0.0,,,NA , KIHBNF
2020-12-17 18:39:59,5,Crewmate,Loss,1.0,No,Yes,,180,No,1.0,,,NA , KIHBNF
2020-12-17 18:30:45,5,Crewmate,Loss,5.0,Yes,Yes,,294,No,1.0,04m 43s,,NA , KIHBNF
2020-12-17 18:24:08,5,Crewmate,Win,0.0,No,Yes,,118,No,0.0,,,NA , KIHBNF
2020-12-17 18:21:18,5,Imposter,Loss,,,,1.0,67,No,,,,NA , KIHBNF
2020-12-17 18:16:45,5,Crewmate,Loss,5.0,Yes,Yes,,494,No,0.0,08m 02s,--,NA , KIHBNF
2020-12-17 18:05:39,5,Crewmate,Win,1.0,No,No,,121,No,0.0,,,NA , KIHBNF
2020-12-17 17:54:55,5,Imposter,Loss,,,,1.0,101,No,,,,NA , KIHBNF
2020-12-17 17:49:11,5,Crewmate,Loss,0.0,No,No,,158,No,1.0,,,NA , KIHBNF
2020-12-17 14:36:33,5,Imposter,Win,,,,0.0,297,No,,,,NA , NKVJTQ
2020-12-17 14:20:02,5,Crewmate,Loss,3.0,No,Yes,,182,No,0.0,,,NA , XERRWQ
2020-12-16 11:58:01,5,Crewmate,Loss,1.0,No,Yes,,100,No,0.0,,,NA , VNUPXQ
2020-12-16 11:55:57,5,Crewmate,Loss,4.0,No,Yes,,461,No,2.0,07m 40s,--,NA , VNUPXQ
2020-12-16 11:47:46,5,Imposter,Loss,,,,1.0,276,No,,,,NA , VNUPXQ
2020-12-16 11:42:56,5,Crewmate,Win,4.0,No,Yes,,322,No,1.0,02m 30s,++,NA , VNUPXQ
2020-12-16 11:37:04,5,Crewmate,Win,4.0,No,No,,434,No,0.0,07m 14s,++,NA , VNUPXQ
2020-12-16 11:28:55,5,Crewmate,Win,4.0,No,No,,203,No,2.0,,,NA , FABLFF
2020-12-15 22:19:35,5,Crewmate,Win,4.0,No,Yes,,395,No,0.0,,++,NA , ZBRGWQ
2020-12-15 22:12:21,5,Imposter,Loss,,,,3.0,419,No,,,-,NA , ZBRGWQ
2020-12-15 22:04:11,5,Crewmate,Win,6.0,Yes,Yes,,496,No,0.0,05m 58s,++,NA , ZBRGWQ
2020-12-15 21:55:20,5,Crewmate,Loss,2.0,No,Yes,,430,No,0.0,,---,NA , ZBRGWQ
2020-12-15 21:47:12,5,Crewmate,Win,6.0,Yes,No,,429,No,0.0,07m 08s,++,NA , ZBRGWQ
2020-12-15 20:37:02,5,Crewmate,Loss,5.0,Yes,Yes,,665,No,0.0,05m 20s,--,NA , CYDTTQ
2020-12-15 20:25:21,5,Imposter,Loss,,,,3.0,386,Yes,,,-,NA , CYDTTQ
2020-12-15 20:17:47,5,Crewmate,Loss,5.0,Yes,Yes,,285,No,0.0,04m 44s,,NA , IGQAXQ
2020-12-15 20:12:27,5,Crewmate,Win,1.0,No,No,,126,No,0.0,,,NA , RUJJGF
2020-12-25 21:18:14,6,Crewmate,Loss,8.0,Yes,No,,576,Yes,0.0,06m 46s,--,Europe , BKINIF
2020-12-25 21:07:12,6,Imposter,Loss,,,,1.0,685,Yes,,,--,Europe , BKINIF
2020-12-25 20:54:11,6,Crewmate,Loss,4.0,No,No,,574,Yes,0.0,,---,Europe , BKINIF
2020-12-25 20:44:21,6,Crewmate,Win,6.0,No,Yes,,450,No,0.0,,++,Europe , BKINIF
2020-12-25 20:34:38,6,Crewmate,Loss,5.0,No,Yes,,1222,No,3.0,,---,Europe , BKINIF
2020-12-25 20:10:46,6,Imposter,Win,,,,2.0,979,Yes,,,+++,Europe , BKINIF
2020-12-25 19:50:19,6,Imposter,Loss,,,,1.0,454,No,,,--,Europe , OIQBDF
2020-12-25 19:42:14,6,Crewmate,Win,7.0,No,No,,652,No,1.0,,++,Europe , OIQBDF
2020-12-25 19:29:05,6,Crewmate,Loss,8.0,Yes,Yes,,680,No,1.0,07m 52s,--,Europe , OIQBDF
2020-12-25 19:17:23,6,Crewmate,Win,8.0,Yes,Yes,,1528,No,0.0,18m 26s,++,Europe , OIQBDF
2020-12-23 07:56:31,6,Crewmate,Loss,7.0,Yes,Yes,,547,No,0.0,06m 10s,--,Europe , GDDIUF
2020-12-23 07:44:05,6,Crewmate,Win,7.0,Yes,Yes,,570,No,0.0,04m 49s,++,Europe , GDDIUF
2020-12-23 07:31:11,6,Crewmate,Loss,7.0,Yes,No,,700,No,0.0,08m 30s,--,Europe , GDDIUF
2020-12-23 07:18:25,6,Crewmate,Win,7.0,Yes,No,,764,No,1.0,10m 35s,++,Europe , GDDIUF
2020-12-23 07:03:52,6,Crewmate,Win,6.0,No,No,,778,No,1.0,,++,Europe , GDDIUF
2020-12-22 16:18:05,6,Crewmate,Win,6.0,No,No,,423,No,0.0,,++,Europe , NMCIQQ
2020-12-22 16:09:27,6,Crewmate,Loss,5.0,No,Yes,,666,No,0.0,,---,Europe , NMCIQQ
2020-12-22 15:35:11,6,Crewmate,Loss,2.0,No,No,,596,No,1.0,,---,Europe , NMCIQQ
2020-12-22 15:24:26,6,Crewmate,Win,3.0,No,No,,182,No,0.0,,,Europe , NMCIQQ
2020-12-22 15:16:20,6,Crewmate,Win,4.0,No,No,,741,No,1.0,,++,Europe , NMCIQQ
2020-12-22 14:58:21,6,Crewmate,Loss,3.0,No,Yes,,518,No,2.0,,---,Europe , NMCIQQ
2020-12-22 14:48:47,6,Crewmate,Win,7.0,Yes,Yes,,668,No,1.0,08m 35s,++,Europe , NMCIQQ
2020-12-22 14:34:47,6,Crewmate,Loss,7.0,Yes,Yes,,865,No,0.0,04m 34s,--,Europe , NMCIQQ
2020-12-22 14:17:31,6,Crewmate,Win,7.0,Yes,No,,973,No,0.0,13m 54s,++,Europe , NMCIQQ
2020-12-22 14:00:53,6,Crewmate,Loss,7.0,Yes,Yes,,951,No,1.0,01m 55s,--,Europe , NMCIQQ
2020-12-22 13:41:34,6,Crewmate,Win,7.0,Yes,No,,693,No,1.0,04m 23s,++,Europe , NMCIQQ
2020-12-22 13:28:17,6,Crewmate,Loss,6.0,No,No,,487,No,0.0,,---,Europe , NMCIQQ
2020-12-22 13:16:00,6,Crewmate,Win,7.0,Yes,No,,1008,No,1.0,16m 46s,++,Europe , NMCIQQ
2020-12-22 12:53:26,6,Imposter,Win,,,,1.0,236,No,,,,Europe , NMCIQQ
2020-12-22 12:43:40,6,Imposter,Win,,,,2.0,555,No,,,+++,Europe , NMCIQQ
2020-12-21 12:20:01,6,Crewmate,Loss,5.0,No,Yes,,297,No,0.0,,,Europe , BOBWIF
2020-12-21 12:06:41,6,Imposter,Loss,,,,2.0,939,No,,,-,Europe , BOBWIF
2020-12-21 11:48:45,6,Crewmate,Win,7.0,Yes,No,,540,No,3.0,08m 27s,++,Europe , BOBWIF
2020-12-20 17:05:49,6,Imposter,Win,,,,1.0,445,No,,,+++,NA , BXPKNF
2020-12-20 16:53:52,6,Crewmate,Loss,7.0,Yes,Yes,,451,No,0.0,07m 13s,--,NA , BXPKNF
2020-12-19 17:55:58,6,Crewmate,Loss,5.0,No,No,,629,No,1.0,,---,Europe , QZBNZF
2020-12-19 17:44:14,6,Crewmate,Loss,1.0,No,No,,164,No,0.0,,,Europe , QZBNZF
2020-12-19 17:34:40,6,Crewmate,Win,7.0,Yes,Yes,,1259,No,1.0,07m 45s,++,Europe , QZBNZF
2020-12-19 17:13:06,6,Crewmate,Loss,2.0,No,No,,278,No,0.0,,,Europe , QZBNZF
2020-12-19 17:00:10,6,Imposter,Loss,,,,2.0,1106,No,,,-,Europe , QZBNZF
2020-12-19 16:39:53,6,Crewmate,Loss,5.0,No,No,,870,No,0.0,,---,Europe , QZBNZF
2020-12-19 16:24:18,6,Crewmate,Win,7.0,Yes,Yes,,976,No,0.0,13m 00s,++,Europe , QZBNZF
2020-12-19 16:07:24,6,Crewmate,Win,4.0,No,No,,304,No,0.0,,++,Europe , QZBNZF
2020-12-19 15:59:45,6,Crewmate,Win,2.0,No,No,,359,No,0.0,,++,Europe , QZBNZF
2020-12-19 15:51:12,6,Crewmate,Win,7.0,Yes,No,,565,No,0.0,09m 24s,++,Europe , FCMXRQ
2020-12-11 17:24:31,6,Imposter,Win,,,,2.0,50,No,,,,Europe , EVPUMF
2020-12-11 17:22:11,6,Crewmate,Win,3.0,No,No,,281,No,0.0,,,Europe , EVPUMF
2020-12-11 17:16:34,6,Crewmate,Loss,4.0,No,Yes,,314,No,0.0,,---,Europe , EVPUMF
2020-12-11 17:10:11,6,Crewmate,Win,5.0,Yes,No,,634,No,0.0,04m 56s,++,Europe , EVPUMF
2020-12-11 16:57:40,6,Crewmate,Win,5.0,No,Yes,,371,No,0.0,,++,Europe , EVPUMF
2020-12-05 17:36:07,6,Crewmate,Win,8.0,Yes,No,,588,No,0.0,06m 47s,++,NA , BODLCF
2020-12-05 17:21:09,6,Crewmate,Win,3.0,No,No,,641,No,0.0,,++,NA , BODLCF
2020-12-05 17:04:30,6,Crewmate,Win,7.0,No,No,,586,No,0.0,,++,NA , BODLCF
2020-12-05 16:46:53,6,Crewmate,Win,8.0,Yes,No,,1299,No,1.0,10m 52s,++,NA , BODLCF
2020-12-05 16:22:17,6,Crewmate,Win,5.0,No,No,,857,No,2.0,,++,NA , BODLCF
2020-12-05 16:00:22,6,Crewmate,Loss,5.0,No,Yes,,695,No,1.0,,---,NA , BODLCF
2020-12-05 15:43:38,6,Crewmate,Win,8.0,Yes,Yes,,1112,No,2.0,15m 12s,++,NA , BODLCF
2020-12-05 15:22:34,6,Crewmate,Win,8.0,Yes,Yes,,1124,No,0.0,11m 27s,++,NA , BODLCF
2020-12-02 15:05:42,6,Imposter,Win,,,,3.0,1062,No,,,+++,NA , ZLWXDF
2020-12-02 14:46:41,6,Imposter,Win,,,,1.0,878,No,,,+++,NA , ZLWXDF
2020-12-02 14:26:05,6,Crewmate,Loss,5.0,No,Yes,,498,No,0.0,,---,NA , ZLWXDF
2020-12-02 14:17:05,6,Imposter,Loss,,,,1.0,1236,No,,,--,NA , ZLWXDF
2020-12-02 13:56:08,6,Crewmate,Win,4.0,No,No,,431,No,0.0,,++,NA , ZLWXDF
2020-12-02 13:48:43,6,Crewmate,Win,7.0,Yes,Yes,,459,No,0.0,06m 09s,++,NA , ZLWXDF
2020-12-02 13:39:03,6,Crewmate,Win,6.0,No,Yes,,856,No,0.0,,++,NA , ZLWXDF
2020-12-02 13:22:29,6,Crewmate,Loss,4.0,No,Yes,,511,No,0.0,,---,NA , ZLWXDF
2020-11-22 14:03:47,6,Imposter,Loss,,,,4.0,713,No,,,-,NA , LCHPMF
2020-11-22 13:51:12,6,Crewmate,Win,6.0,Yes,No,,386,No,1.0,04m 18s,++,NA , LCHPMF
2020-11-22 13:42:29,6,Imposter,Loss,,,,1.0,91,Yes,,,,NA , LCHPMF
2020-11-22 13:40:04,6,Crewmate,Loss,2.0,No,No,,311,No,0.0,,---,NA , LCHPMF
2020-11-22 13:26:24,6,Crewmate,Loss,6.0,Yes,No,,694,No,0.0,11m 06s,--,NA , GMHOWQ
2020-11-22 13:13:20,6,Imposter,Loss,,,,2.0,1447,No,,,-,NA , GMHOWQ
2020-11-22 12:34:06,6,Imposter,Win,,,,1.0,135,No,,,,Europe , GAHMVF
2020-11-21 12:29:53,6,Crewmate,Loss,8.0,Yes,Yes,,802,No,0.0,11m 19s,--,NA , TTDHOF
2020-11-21 12:12:07,6,Crewmate,Win,8.0,Yes,Yes,,976,No,0.0,13m 29s,++,NA , TTDHOF
2020-11-21 11:54:42,6,Imposter,Loss,,,,0.0,910,No,,,--,NA , TTDHOF
2020-11-21 11:39:07,6,Imposter,Loss,,,,2.0,579,No,,,-,NA , TTDHOF
2020-11-21 11:22:24,6,Crewmate,Win,3.0,No,No,,339,No,0.0,,++,NA , TTDHOF
2020-11-21 11:14:13,6,Crewmate,Loss,5.0,No,No,,631,No,0.0,,---,NA , TTDHOF
2020-12-13 01:47:10,7,Imposter,Win,,,,2.0,201,No,,,,NA , SEOHXQ
