Game Completed Date,User ID,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region,Game Code
2020-12-13 01:43:34,7,Crewmate,Win,1.0,No,No,,226,No,0.0,,,NA , SEOHXQ
2020-12-13 01:39:23,7,Crewmate,Win,1.0,No,No,,107,No,0.0,,,NA , SEOHXQ
2020-12-13 01:33:27,7,Crewmate,Loss,6.0,No,Yes,,430,No,1.0,,---,NA , QQULHF
2020-12-13 01:21:08,7,Crewmate,Win,7.0,No,No,,1157,No,0.0,,++,NA , QQULHF
2020-12-13 00:54:11,7,Crewmate,Win,8.0,Yes,No,,681,No,1.0,11m 20s,++,NA , QQULHF
2020-12-13 00:37:01,7,Crewmate,Loss,4.0,No,No,,148,No,1.0,,,NA , QQULHF
2020-12-13 00:27:18,7,Imposter,Loss,,,,3.0,808,No,,,-,NA , QQULHF
2020-12-13 00:09:13,7,Crewmate,Loss,8.0,Yes,Yes,,988,No,0.0,10m 52s,--,NA , QQULHF
2020-12-12 23:40:30,7,Crewmate,Loss,8.0,Yes,Yes,,749,No,1.0,11m 28s,--,NA , WFUYNF
2020-12-12 23:19:19,7,Crewmate,Loss,3.0,No,No,,727,Yes,0.0,,---,NA , WFUYNF
2020-12-12 23:00:42,7,Crewmate,Win,4.0,No,No,,1051,Yes,0.0,,++,NA , WFUYNF
2020-12-12 17:52:26,7,Crewmate,Win,4.0,No,No,,580,No,1.0,,++,NA , WFUYNF
2020-12-12 17:35:35,7,Crewmate,Loss,3.0,No,Yes,,813,No,3.0,,---,NA , WFUYNF
2020-12-12 17:16:15,7,Imposter,Win,,,,2.0,874,No,,,+++,NA , WFUYNF
2020-12-12 16:52:31,7,Crewmate,Win,6.0,No,Yes,,1080,No,0.0,,++,NA , WFUYNF
2020-12-12 16:29:15,7,Crewmate,Win,8.0,Yes,Yes,,713,No,0.0,11m 46s,++,NA , WFUYNF
2020-12-12 16:08:33,7,Crewmate,Win,8.0,Yes,Yes,,944,No,0.0,15m 41s,++,NA , WFUYNF
2020-12-12 15:45:29,7,Imposter,Loss,,,,1.0,367,Yes,,,--,NA , WFUYNF
2020-12-12 15:33:39,7,Crewmate,Win,4.0,No,No,,724,No,0.0,,++,NA , WFUYNF
2020-12-12 15:03:33,7,Imposter,Loss,,,,3.0,791,Yes,,,-,NA , WFUYNF
2020-12-12 14:44:29,7,Imposter,Win,,,,3.0,822,No,,,+++,NA , WFUYNF
2020-12-12 14:25:15,7,Crewmate,Loss,3.0,No,Yes,,626,No,0.0,,---,NA , WFUYNF
2020-12-12 14:09:55,7,Crewmate,Loss,5.0,No,Yes,,1061,No,1.0,,---,NA , WFUYNF
2020-12-12 13:50:29,7,Crewmate,Loss,5.0,No,Yes,,558,No,1.0,,---,NA , WFUYNF
2020-12-12 13:38:57,7,Crewmate,Win,1.0,No,No,,275,No,0.0,,,NA , WFUYNF
2020-12-12 13:27:42,7,Crewmate,Win,1.0,No,No,,440,No,1.0,,++,NA , WFUYNF
2020-12-12 00:43:49,7,Crewmate,Loss,6.0,Yes,No,,1012,No,0.0,09m 33s,--,NA , IMYXDF
2020-12-12 00:24:06,7,Imposter,Win,,,,3.0,586,No,,,+++,NA , IMYXDF
2020-12-12 00:11:49,7,Crewmate,Win,6.0,Yes,No,,686,No,0.0,05m 33s,++,NA , IMYXDF
2020-12-11 23:57:16,7,Crewmate,Win,6.0,Yes,No,,519,No,0.0,08m 39s,++,NA , IMYXDF
2020-12-11 23:41:36,7,Imposter,Loss,,,,2.0,611,No,,,-,NA , NIQAJF
2020-12-11 23:21:29,7,Crewmate,Win,4.0,No,No,,861,No,1.0,,++,NA , NIQAJF
2020-12-11 22:57:49,7,Crewmate,Loss,6.0,No,No,,645,No,1.0,,---,NA , NIQAJF
2020-12-11 22:37:46,7,Imposter,Loss,,,,1.0,1011,No,,,--,NA , NIQAJF
2020-12-11 22:00:05,7,Crewmate,Loss,8.0,Yes,Yes,,938,No,5.0,15m 37s,--,NA , SUTHZF
2020-12-11 21:39:57,7,Crewmate,Loss,8.0,Yes,Yes,,682,No,1.0,11m 21s,--,NA , SUTHZF
2020-12-11 21:26:03,7,Imposter,Win,,,,3.0,360,No,,,+++,NA , SUTHZF
2020-12-11 21:10:47,7,Imposter,Loss,,,,3.0,842,Yes,,,-,NA , SUTHZF
2020-12-11 20:55:10,7,Crewmate,Win,6.0,No,No,,1208,No,2.0,,++,NA , SUTHZF
2020-12-11 20:29:12,7,Crewmate,Loss,4.0,No,Yes,,632,No,2.0,,---,NA , SUTHZF
2020-12-11 20:15:30,7,Imposter,Loss,,,,1.0,408,Yes,,,--,NA , SUTHZF
2020-12-11 20:04:36,7,Imposter,Loss,,,,1.0,375,Yes,,,--,NA , FTJEHF
2020-12-11 19:54:53,7,Imposter,Win,,,,1.0,19,No,,,,NA , FTJEHF
2020-12-11 19:51:10,7,Crewmate,Loss,3.0,No,No,,208,No,2.0,,,NA , FTJEHF
2020-12-11 19:43:00,7,Crewmate,Loss,1.0,No,No,,201,No,1.0,,,NA , ZEMUYQ
2020-12-11 19:39:05,7,Crewmate,Win,4.0,No,Yes,,413,No,0.0,,++,NA , ZEMUYQ
2020-12-10 22:40:12,7,Crewmate,Win,8.0,Yes,No,,1072,No,1.0,17m 51s,++,NA , EXNBGF
2020-12-10 22:16:23,7,Imposter,Loss,,,,1.0,184,No,,,,NA , OFUQVF
2020-12-10 22:08:58,7,Crewmate,Win,8.0,Yes,No,,455,No,1.0,05m 49s,++,NA , OFUQVF
2020-12-10 21:59:31,7,Crewmate,Win,6.0,No,Yes,,612,No,1.0,,++,NA , OFUQVF
2020-12-10 21:34:41,7,Crewmate,Win,7.0,No,No,,1019,No,1.0,,++,NA , ZRMIOF
2020-12-10 21:11:03,7,Crewmate,Win,9.0,Yes,Yes,,924,No,1.0,11m 41s,++,NA , ZRMIOF
2020-12-10 20:53:03,7,Crewmate,Win,2.0,No,No,,974,No,1.0,,++,NA , ZRMIOF
2020-12-10 20:33:28,7,Imposter,Win,,,,3.0,617,No,,,+++,NA , ZRMIOF
2020-12-10 20:16:12,7,Crewmate,Loss,9.0,Yes,Yes,,708,No,0.0,11m 14s,--,NA , ZRMIOF
2020-12-10 19:58:20,7,Crewmate,Win,9.0,Yes,Yes,,887,No,0.0,11m 37s,++,NA , ZRMIOF
2020-12-10 17:52:32,7,Crewmate,Loss,5.0,No,Yes,,792,No,0.0,,---,NA , ZRMIOF
2020-12-10 17:34:36,7,Crewmate,Win,6.0,No,No,,803,No,1.0,,++,NA , ZRMIOF
2020-12-10 17:16:09,7,Crewmate,Win,4.0,No,Yes,,597,No,0.0,,++,NA , ZRMIOF
2020-12-10 17:00:39,7,Crewmate,Win,4.0,No,Yes,,783,No,1.0,,++,NA , ZRMIOF
2020-12-10 15:23:37,7,Crewmate,Loss,3.0,No,Yes,,614,No,0.0,,---,NA , RMSVDF
2020-12-10 15:10:48,7,Imposter,Loss,,,,1.0,447,Yes,,,--,NA , RMSVDF
2020-12-10 14:59:54,7,Crewmate,Loss,7.0,Yes,No,,541,No,0.0,05m 05s,--,NA , RMSVDF
2020-12-10 14:48:33,7,Crewmate,Win,1.0,No,No,,628,No,1.0,,++,NA , RMSVDF
2020-12-10 14:36:35,7,Imposter,Loss,,,,2.0,421,Yes,,,-,NA , RMSVDF
2020-12-10 09:25:09,7,Crewmate,Loss,0.0,No,Yes,,246,No,0.0,,,NA , JACTIF
2020-12-10 02:38:23,7,Crewmate,Loss,8.0,Yes,Yes,,822,No,1.0,13m 42s,--,NA , OJFIGF
2020-12-10 02:17:04,7,Crewmate,Loss,8.0,Yes,No,,710,No,1.0,11m 49s,--,NA , OJFIGF
2020-12-10 01:57:22,7,Crewmate,Loss,8.0,Yes,No,,473,No,0.0,07m 53s,--,NA , OJFIGF
2020-12-10 01:42:44,7,Crewmate,Loss,8.0,Yes,Yes,,960,No,0.0,06m 58s,--,NA , OJFIGF
2020-12-10 01:21:29,7,Imposter,Loss,,,,1.0,822,Yes,,,--,NA , OJFIGF
2020-12-10 00:59:05,7,Crewmate,Loss,8.0,Yes,Yes,,1031,No,0.0,12m 22s,--,NA , OJFIGF
2020-12-10 00:35:42,7,Crewmate,Loss,8.0,Yes,No,,952,No,1.0,11m 46s,--,NA , OJFIGF
2020-12-10 00:17:03,7,Crewmate,Loss,6.0,No,No,,615,No,0.0,,---,NA , OJFIGF
2020-12-09 23:59:56,7,Crewmate,Loss,4.0,No,No,,519,No,0.0,,---,NA , OJFIGF
2020-12-09 23:48:57,7,Crewmate,Loss,6.0,No,No,,665,No,1.0,,---,NA , OJFIGF
2020-12-09 23:34:12,7,Crewmate,Loss,1.0,No,No,,564,No,1.0,,---,NA , OJFIGF
2020-12-09 23:20:02,7,Crewmate,Loss,8.0,Yes,No,,645,No,1.0,10m 45s,--,NA , IEOKVF
2020-12-09 23:05:40,7,Crewmate,Loss,8.0,Yes,Yes,,1136,No,0.0,13m 26s,--,NA , IEOKVF
2020-11-20 23:18:33,7,Crewmate,Loss,3.0,No,No,,457,No,1.0,,---,NA , THCKMF
2020-11-20 23:09:11,7,Crewmate,Win,7.0,Yes,No,,499,No,1.0,07m 54s,++,NA , THCKMF
2020-11-20 22:59:15,7,Imposter,Loss,,,,1.0,302,Yes,,,--,NA , THCKMF
2020-11-20 22:48:52,7,Crewmate,Win,7.0,Yes,Yes,,346,No,0.0,04m 44s,++,NA , THCKMF
2020-11-20 22:38:40,7,Crewmate,Loss,5.0,No,No,,841,No,2.0,,---,NA , THCKMF
2020-11-20 22:22:43,7,Crewmate,Win,6.0,No,Yes,,396,No,0.0,,++,NA , OXCPGF
2020-11-20 22:14:38,7,Imposter,Loss,,,,2.0,476,Yes,,,-,NA , OXCPGF
2020-11-20 22:06:17,7,Imposter,Win,,,,4.0,618,No,,,+++,NA , OXCPGF
2020-11-20 21:55:31,7,Crewmate,Win,6.0,No,No,,896,No,0.0,,++,NA , OXCPGF
2020-11-20 21:34:27,7,Crewmate,Win,1.0,No,No,,214,No,0.0,,,NA , USGLIF
2020-11-20 21:29:41,7,Imposter,Loss,,,,0.0,572,Yes,,,--,NA , USGLIF
2020-12-13 18:33:00,8,Crewmate,Win,5.0,No,No,,541,No,0.0,,++,NA , GTJRIF
2020-12-13 18:10:23,8,Crewmate,Loss,5.0,No,Yes,,686,No,0.0,,---,NA , GTJRIF
2020-12-13 17:54:36,8,Crewmate,Win,7.0,Yes,Yes,,1134,No,0.0,09m 32s,++,NA , GTJRIF
2020-12-13 17:31:21,8,Crewmate,Win,6.0,No,Yes,,742,No,0.0,,++,NA , GTJRIF
2020-12-13 17:15:25,8,Crewmate,Loss,4.0,No,No,,678,No,0.0,,---,NA , GTJRIF
2020-12-13 17:01:42,8,Crewmate,Win,5.0,No,Yes,,848,No,0.0,,++,NA , GTJRIF
2020-12-13 16:46:26,8,Crewmate,Win,4.0,No,No,,492,No,0.0,,++,NA , GTJRIF
2020-12-13 16:33:54,8,Crewmate,Loss,7.0,Yes,Yes,,663,No,0.0,10m 44s,--,NA , GTJRIF
2020-12-13 16:20:15,8,Crewmate,Win,2.0,No,No,,335,No,0.0,,++,NA , GTJRIF
2020-12-13 16:11:30,8,Crewmate,Loss,7.0,Yes,No,,826,No,0.0,13m 43s,--,NA , GTJRIF
2020-12-13 15:44:46,8,Crewmate,Win,6.0,No,No,,904,No,0.0,,++,NA , GTJRIF
2020-12-13 15:28:39,8,Imposter,Loss,,,,1.0,372,No,,,--,NA , GTJRIF
2020-12-13 15:20:10,8,Crewmate,Win,2.0,No,Yes,,483,No,0.0,,++,NA , GTJRIF
2020-12-13 15:03:36,8,Crewmate,Loss,5.0,No,No,,307,No,0.0,,---,NA , FDMAOF
2020-12-13 14:57:32,8,Crewmate,Win,8.0,Yes,No,,639,No,0.0,04m 33s,++,NA , FDMAOF
2020-12-13 05:10:15,8,Imposter,Loss,,,,5.0,1215,No,,,-,NA , TLMVVF
2020-12-13 04:49:18,8,Crewmate,Loss,7.0,Yes,No,,896,No,0.0,11m 43s,--,NA , TLMVVF
2020-12-13 04:33:06,8,Crewmate,Win,3.0,No,No,,408,No,0.0,,++,NA , TLMVVF
2020-12-13 04:21:11,8,Imposter,Win,,,,1.0,591,No,,,+++,NA , TLMVVF
2020-12-13 02:56:23,8,Crewmate,Win,6.0,Yes,No,,749,No,1.0,05m 18s,++,NA , GMRDVF
2020-12-13 02:42:54,8,Crewmate,Loss,2.0,No,Yes,,472,No,0.0,,---,NA , GMRDVF
2020-12-11 18:02:08,8,Crewmate,Win,0.0,No,No,,324,No,0.0,,,NA , LTRPDF
2020-12-11 17:41:04,8,Crewmate,Win,0.0,No,No,,142,No,0.0,,,NA , DYUQBF
2020-12-11 17:30:32,8,Crewmate,Loss,0.0,No,No,,348,No,1.0,,,NA , EFZTJF
2020-12-11 17:17:50,8,Crewmate,Win,1.0,No,No,,357,No,0.0,,++,Europe , MCFLCF
2020-12-11 16:15:06,8,Crewmate,Win,3.0,No,Yes,,1174,No,0.0,,++,Europe , BFRJCF
2020-12-11 15:49:31,8,Crewmate,Loss,7.0,Yes,Yes,,795,No,0.0,05m 50s,--,Europe , BFRJCF
2020-12-11 15:30:33,8,Crewmate,Win,5.0,No,No,,796,No,0.0,,++,Europe , BFRJCF
2020-12-11 15:10:56,8,Crewmate,Win,3.0,No,Yes,,660,No,0.0,,++,Europe , BFRJCF
2020-12-11 14:53:26,8,Crewmate,Win,7.0,Yes,No,,1081,No,1.0,11m 32s,++,Europe , BFRJCF
2020-12-11 14:20:36,8,Imposter,Win,,,,4.0,865,Yes,,,+++,Europe , ONSJWQ
2020-12-11 14:04:24,8,Imposter,Loss,,,,2.0,1013,No,,,-,Europe , ONSJWQ
2020-12-11 13:46:28,8,Crewmate,Win,7.0,Yes,Yes,,1165,No,0.0,14m 58s,++,Europe , ONSJWQ
2020-12-11 13:24:56,8,Crewmate,Win,4.0,No,No,,522,No,0.0,,++,Europe , ONSJWQ
2020-12-11 13:15:23,8,Imposter,Win,,,,4.0,66,No,,,,Europe , ONSJWQ
2020-12-11 13:07:38,8,Crewmate,Win,3.0,No,No,,507,No,0.0,,++,NA , NNNSXQ
2020-12-11 12:57:31,8,Crewmate,Win,7.0,Yes,Yes,,774,No,0.0,12m 30s,++,NA , NNNSXQ
2020-12-11 12:42:59,8,Imposter,Loss,,,,2.0,742,No,,,-,NA , NNNSXQ
2020-12-11 12:28:35,8,Crewmate,Loss,2.0,No,No,,294,No,0.0,,,NA , NNNSXQ
2020-12-11 12:21:53,8,Imposter,Loss,,,,1.0,307,No,,,--,NA , NNNSXQ
2020-12-11 12:13:57,8,Crewmate,Win,7.0,Yes,No,,549,No,0.0,05m 18s,++,NA , NNNSXQ
2020-12-11 12:02:53,8,Crewmate,Loss,7.0,Yes,Yes,,847,No,0.0,04m 27s,--,NA , NNNSXQ
2020-12-11 01:03:02,8,Crewmate,Loss,7.0,Yes,Yes,,852,No,0.0,09m 29s,--,NA , EYNONF
2020-12-11 00:45:31,8,Imposter,Win,,,,4.0,558,No,,,+++,NA , EYNONF
2020-12-11 00:29:49,8,Crewmate,Loss,7.0,Yes,Yes,,858,No,0.0,10m 26s,--,NA , EYNONF
2020-12-11 00:09:00,8,Crewmate,Loss,3.0,No,Yes,,500,No,0.0,,---,NA , EYNONF
2020-12-10 23:59:36,8,Crewmate,Loss,7.0,No,Yes,,349,No,0.0,,---,NA , EYNONF
2020-12-10 23:50:30,8,Crewmate,Win,8.0,Yes,No,,1016,No,0.0,06m 22s,++,NA , EYNONF
2020-12-10 23:31:45,8,Crewmate,Loss,2.0,No,Yes,,551,No,0.0,,---,NA , EYNONF
2020-12-10 23:21:14,8,Crewmate,Loss,8.0,Yes,Yes,,907,No,0.0,06m 13s,--,NA , EYNONF
2020-12-10 23:03:53,8,Crewmate,Loss,8.0,Yes,No,,1057,No,0.0,17m 00s,--,NA , EYNONF
2020-12-10 22:41:41,8,Crewmate,Win,8.0,Yes,No,,1101,No,0.0,16m 52s,++,NA , EYNONF
2020-12-10 22:22:06,8,Crewmate,Win,8.0,Yes,No,,696,No,1.0,02m 06s,++,NA , EYNONF
2020-12-10 22:07:59,8,Crewmate,Loss,6.0,No,Yes,,1006,No,0.0,,---,NA , EYNONF
2020-12-10 21:45:33,8,Crewmate,Loss,1.0,No,Yes,,499,No,0.0,,---,NA , EYNONF
2020-12-10 21:34:26,8,Imposter,Win,,,,1.0,597,No,,,+++,NA , EYNONF
2020-12-10 21:19:47,8,Crewmate,Loss,8.0,Yes,Yes,,829,No,0.0,09m 45s,--,NA , EYNONF
2020-12-10 21:03:58,8,Crewmate,Win,2.0,No,No,,458,No,0.0,,++,NA , EYNONF
2020-12-10 20:53:42,8,Crewmate,Win,5.0,No,Yes,,613,No,0.0,,++,NA , EYNONF
2020-12-10 20:38:00,8,Crewmate,Loss,8.0,Yes,Yes,,869,No,0.0,03m 24s,--,NA , EXIYDF
2020-12-10 20:22:34,8,Crewmate,Win,2.0,No,No,,73,No,0.0,,,NA , EXIYDF
2020-12-10 20:19:00,8,Crewmate,Win,1.0,No,No,,91,No,0.0,,,NA , EXIYDF
2020-12-10 20:14:25,8,Crewmate,Loss,8.0,Yes,Yes,,693,No,0.0,10m 53s,--,NA , EXIYDF
2020-12-10 00:01:51,8,Crewmate,Loss,4.0,No,No,,430,No,0.0,,---,Europe , BNDUNF
2020-12-09 23:52:20,8,Crewmate,Loss,8.0,Yes,Yes,,1219,No,1.0,16m 56s,--,Europe , BNDUNF
2020-12-09 23:29:40,8,Crewmate,Loss,3.0,No,Yes,,620,No,0.0,,---,Europe , BNDUNF
2020-12-09 23:18:11,8,Crewmate,Loss,8.0,Yes,Yes,,783,No,0.0,12m 28s,--,Europe , BNDUNF
2020-12-09 23:04:04,8,Crewmate,Win,6.0,No,Yes,,841,No,0.0,,++,Europe , BNDUNF
2020-12-09 22:48:57,8,Crewmate,Loss,8.0,Yes,Yes,,978,No,0.0,09m 00s,--,Europe , BNDUNF
2020-12-09 22:28:25,8,Crewmate,Win,6.0,No,No,,778,No,0.0,,++,Europe , BNDUNF
2020-12-09 22:13:28,8,Crewmate,Win,4.0,No,No,,899,No,0.0,,++,Europe , BNDUNF
2020-12-09 21:48:16,8,Crewmate,Win,8.0,Yes,No,,687,No,0.0,08m 13s,++,Europe , EUUZDF
2020-12-09 21:32:09,8,Crewmate,Loss,8.0,Yes,Yes,,1315,No,0.0,08m 44s,--,Europe , EUUZDF
2020-12-09 21:06:42,8,Crewmate,Loss,8.0,Yes,No,,762,No,0.0,07m 24s,--,Europe , EUUZDF
2020-12-09 20:35:52,8,Crewmate,Loss,7.0,No,Yes,,427,No,0.0,,---,Europe , FWBHCF
2020-12-09 20:26:46,8,Crewmate,Win,8.0,Yes,Yes,,804,No,0.0,09m 11s,++,Europe , FWBHCF
2020-12-08 21:31:17,8,Crewmate,Loss,8.0,Yes,No,,466,No,1.0,07m 46s,--,Europe , RLNKUF
2020-12-06 20:26:17,8,Crewmate,Loss,8.0,Yes,Yes,,659,No,0.0,10m 04s,--,Europe , DSYWJF
2020-12-06 20:12:36,8,Crewmate,Win,7.0,No,Yes,,790,No,0.0,,++,Europe , DSYWJF
2020-12-06 19:57:00,8,Imposter,Win,,,,2.0,992,No,,,+++,Europe , DSYWJF
2020-12-06 19:38:03,8,Crewmate,Win,1.0,No,Yes,,313,No,0.0,,++,Europe , DSYWJF
2020-12-06 19:28:13,8,Crewmate,Loss,8.0,Yes,Yes,,790,No,0.0,09m 00s,--,Europe , DSYWJF
2020-12-06 19:14:08,8,Crewmate,Win,8.0,Yes,No,,1145,No,0.0,09m 10s,++,Europe , DSYWJF
2020-12-06 18:50:46,8,Imposter,Loss,,,,1.0,1236,No,,,--,Europe , DSYWJF
2020-12-06 18:22:06,8,Crewmate,Win,5.0,No,No,,971,No,0.0,,++,Europe , DSYWJF
2020-12-06 12:45:51,8,Crewmate,Loss,7.0,Yes,Yes,,882,No,0.0,11m 13s,--,Europe , HRGJOF
2020-12-06 12:30:44,8,Crewmate,Win,3.0,No,Yes,,632,No,0.0,,++,Europe , HRGJOF
2020-12-06 12:18:19,8,Crewmate,Win,7.0,Yes,Yes,,766,No,0.0,10m 55s,++,Europe , HRGJOF
2020-12-06 11:57:54,8,Crewmate,Loss,3.0,No,Yes,,328,No,0.0,,---,Europe , HRGJOF
2020-12-06 11:51:32,8,Crewmate,Win,7.0,Yes,No,,853,No,0.0,10m 06s,++,Europe , HRGJOF
2020-12-06 11:34:24,8,Imposter,Win,,,,4.0,758,No,,,+++,Europe , HRGJOF
2020-12-06 11:18:27,8,Crewmate,Win,7.0,Yes,No,,727,No,0.0,07m 05s,++,Europe , HRGJOF
2020-12-06 11:04:57,8,Crewmate,Win,5.0,No,No,,517,No,0.0,,++,Europe , HRGJOF
2020-12-06 10:52:04,8,Imposter,Win,,,,6.0,948,No,,,+++,Europe , RHZBNF
2020-12-06 10:34:14,8,Crewmate,Win,8.0,Yes,Yes,,981,No,0.0,10m 54s,++,Europe , RHZBNF
2020-12-06 10:13:12,8,Crewmate,Win,5.0,No,Yes,,388,No,0.0,,++,Europe , RHZBNF
2020-12-06 10:05:37,8,Crewmate,Win,8.0,Yes,No,,1082,No,1.0,17m 17s,++,Europe , RHZBNF
2020-12-06 09:42:54,8,Imposter,Loss,,,,4.0,1013,No,,,-,Europe , FFNQHF
2020-12-05 23:45:52,8,Crewmate,Loss,8.0,Yes,Yes,,1412,No,0.0,10m 31s,--,Europe , RUFQCF
2020-12-05 23:16:08,8,Crewmate,Loss,8.0,Yes,Yes,,882,No,0.0,09m 20s,--,Europe , RUFQCF
2021-01-01 20:19:02,9,Crewmate,Loss,1.0,No,Yes,,483,No,0.0,,---,NA , DJDSGF
2021-01-01 20:01:07,9,Crewmate,Win,8.0,Yes,No,,839,No,0.0,06m 43s,++,NA , DJDSGF
2020-12-07 22:24:15,9,Crewmate,Loss,5.0,No,No,,301,No,1.0,,---,NA , XVMZZF
2020-12-07 22:18:23,9,Crewmate,Loss,6.0,No,No,,468,No,1.0,,---,NA , XVMZZF
2020-12-07 22:09:31,9,Crewmate,Win,3.0,No,No,,211,No,0.0,,,NA , XVMZZF
2020-12-07 22:04:48,9,Imposter,Win,,,,2.0,327,No,,,+++,NA , XVMZZF
2020-12-07 21:56:46,9,Crewmate,Loss,7.0,Yes,Yes,,709,No,1.0,08m 17s,--,NA , IKBYZF
2020-12-07 21:24:06,9,Crewmate,Win,8.0,Yes,No,,1480,No,0.0,09m 39s,++,NA , ITURDF
2020-12-07 20:58:38,9,Crewmate,Win,8.0,Yes,Yes,,634,No,0.0,08m 37s,++,NA , ITURDF
2020-12-07 20:41:00,9,Crewmate,Win,4.0,No,Yes,,461,No,0.0,,++,NA , ITURDF
2020-12-07 20:30:55,9,Crewmate,Win,8.0,Yes,Yes,,1078,No,0.0,17m 58s,++,NA , ITURDF
2020-12-07 20:12:13,9,Crewmate,Win,5.0,No,Yes,,1076,No,0.0,,++,NA , ITURDF
2020-12-06 18:00:08,9,Crewmate,Loss,4.0,No,Yes,,960,No,0.0,,---,Europe , DSYWJF
2020-12-06 17:42:26,9,Crewmate,Win,2.0,No,No,,255,No,0.0,,,Europe , DSYWJF
2020-12-06 17:34:55,9,Crewmate,Win,8.0,Yes,No,,1210,No,2.0,15m 19s,++,Europe , DSYWJF
2020-12-05 13:57:32,9,Crewmate,Win,7.0,Yes,Yes,,1081,No,0.0,14m 32s,++,Europe , PRAHIF
2020-12-05 13:35:25,9,Crewmate,Win,7.0,Yes,No,,1147,No,1.0,14m 15s,++,Europe , PRAHIF
2020-12-05 13:14:05,9,Imposter,Loss,,,,2.0,890,No,,,-,Europe , PRAHIF
2020-12-05 12:56:26,9,Crewmate,Win,2.0,No,Yes,,1211,No,0.0,,++,Europe , PRAHIF
2020-12-05 12:32:25,9,Crewmate,Win,7.0,Yes,Yes,,1351,No,1.0,17m 13s,++,Europe , PRAHIF
2020-12-05 12:08:07,9,Crewmate,Loss,2.0,No,Yes,,614,No,1.0,,---,Europe , PRAHIF
2020-12-05 11:56:24,9,Crewmate,Win,5.0,No,Yes,,646,No,0.0,,++,Europe , PRAHIF
2020-12-05 11:40:47,9,Crewmate,Win,7.0,Yes,No,,957,No,0.0,15m 55s,++,Europe , PRAHIF
2020-12-05 11:15:48,9,Crewmate,Loss,7.0,Yes,No,,656,No,0.0,10m 51s,--,Europe , PRAHIF
2020-12-05 11:03:46,9,Imposter,Loss,,,,3.0,750,No,,,-,Europe , PRAHIF
2020-12-05 10:49:25,9,Imposter,Loss,,,,2.0,696,No,,,-,Europe , PRAHIF
2020-12-05 10:35:23,9,Crewmate,Win,7.0,Yes,Yes,,1107,No,0.0,12m 50s,++,Europe , PRAHIF
2020-12-05 10:15:54,9,Crewmate,Win,7.0,Yes,Yes,,748,No,0.0,06m 01s,++,Europe , PRAHIF
2020-12-05 09:59:47,9,Crewmate,Loss,3.0,No,Yes,,377,No,0.0,03m 37s,--,Europe , PRAHIF
2020-12-05 09:25:59,9,Crewmate,Loss,3.0,No,No,,637,No,0.0,,---,NA , CGXSUF
2020-12-05 09:11:48,9,Imposter,Loss,,,,1.0,669,No,,,--,NA , CGXSUF
2020-12-05 08:56:35,9,Imposter,Win,,,,1.0,947,No,,,+++,NA , CGXSUF
2020-12-05 08:38:16,9,Crewmate,Loss,5.0,No,Yes,,454,No,0.0,,---,NA , CGXSUF
2020-12-05 08:27:44,9,Crewmate,Loss,0.0,No,Yes,,209,No,0.0,,,NA , CGXSUF
2020-12-05 08:22:52,9,Crewmate,Win,3.0,No,No,,382,No,0.0,,++,NA , CGXSUF
2020-12-05 08:13:57,9,Crewmate,Win,8.0,Yes,Yes,,873,No,0.0,06m 24s,++,NA , CGXSUF
2020-12-05 00:00:32,9,Imposter,Win,,,,2.0,897,No,,,+++,Europe , QFGWWQ
2020-12-04 23:43:00,9,Crewmate,Loss,2.0,No,Yes,,564,No,0.0,,---,Europe , QFGWWQ
2020-12-04 23:29:16,9,Crewmate,Loss,2.0,No,Yes,,548,No,0.0,,---,Europe , QFGWWQ
2020-12-04 23:10:18,9,Imposter,Loss,,,,4.0,893,No,,,-,Europe , QFGWWQ
2020-12-04 22:54:11,9,Imposter,Win,,,,4.0,643,No,,,+++,Europe , QFGWWQ
2020-12-04 22:36:46,9,Crewmate,Win,0.0,No,No,,120,No,0.0,,,Europe , HYOEZF
2020-12-04 22:32:24,9,Crewmate,Win,1.0,No,No,,43,No,0.0,,,Europe , HYOEZF
2020-12-04 22:15:06,9,Crewmate,Loss,2.0,No,Yes,,315,No,0.0,,---,Europe , NMXCKF
2020-12-04 22:04:51,9,Imposter,Win,,,,2.0,436,No,,,+++,Europe , NMXCKF
2020-12-04 21:30:00,9,Crewmate,Win,8.0,Yes,No,,1740,No,0.0,14m 07s,++,Europe , DJDIUF
2020-12-04 20:29:38,9,Imposter,Win,,,,2.0,513,No,,,+++,Europe , DJDIUF
2020-12-04 20:17:39,9,Crewmate,Loss,3.0,No,No,,707,No,1.0,,---,Europe , DJDIUF
2020-12-04 20:03:25,9,Crewmate,Loss,6.0,No,Yes,,706,No,0.0,,---,Europe , DJDIUF
2020-12-04 19:44:36,9,Crewmate,Loss,8.0,Yes,Yes,,987,No,0.0,09m 17s,--,Europe , DJDIUF
2020-12-04 19:21:36,9,Imposter,Win,,,,2.0,665,No,,,+++,Europe , DJDIUF
2020-12-04 19:09:52,9,Crewmate,Loss,8.0,Yes,No,,1063,No,0.0,14m 18s,--,Europe , DJDIUF
2020-12-04 18:48:36,9,Crewmate,Win,2.0,No,Yes,,411,No,0.0,,++,Europe , DJDIUF
